asset,date,CURRENCY,px_last,ret,sigma,is_jump,jump_width,duration,trend_type,news_titles
NKY Index,2022-01-19,JPY,27467.23,-0.0279581346380132,0.0123176334589441,True,-0.0279581346380132,0,short_term,コロナワクチン接種より感染による免疫力強い、デルタ拡大期－米調査 | 金正恩氏、核実験やＩＣＢＭ発射実験の再開示唆－米の敵対行為に対抗 | ソフトバンクＧ出資ハビ、メキシコ不動産ハイテクスタートアップ買収
NKY Index,2022-01-27,JPY,26170.3,-0.0311361935898751,0.0118812328263087,True,-0.0311361935898751,0,short_term,ソフトバンクＧのクラウレＣＯＯは今後数週間に退社計画－関係者 | ブラックストーン、手元資金10－12月に急増－運用資産１兆ドルに接近 | ビザとマスターカード、10－12月カード支出急増－コロナ逆風に耐える
NKY Index,2022-02-16,JPY,27460.4,0.0221554360866236,0.0105626165672235,True,0.0221554360866236,0,short_term,ウォール街オフィス復帰へ、ＳＥＣやＯＣＣがそれでも在宅続ける理由 | ＡＩＧの10－12月利益が予想上回る、７四半期連続－保険引き受け堅調 | 香港が域内全域で新型コロナ検査へ、３月に－地元メディア
NKY Index,2022-03-07,JPY,25221.41,-0.0294033550287911,0.0131556145349732,True,-0.0294033550287911,2,short_term,英はリセッション入りも、足元のエネルギー価格継続なら－ＮＩＥＳＲ | ロシア、ノルドストリーム１経由の欧州への天然ガス供給遮断も辞さず | ＬＭＥニッケル最高値更新－ロシア供給不安でショートスクイーズ
NKY Index,2022-03-10,JPY,25690.4,0.0393595152913743,0.0155858512285509,True,0.0393595152913743,0,short_term,北朝鮮の最近のミサイル試射、ＩＣＢＭ技術の試験が目的－米高官 | 小麦先物急落、トレーダーは需要とウクライナ情勢を両にらみ | 東芝の２社分割計画への反対を勧告－議決権行使助言会社グラスルイス
NKY Index,2022-03-17,JPY,26652.89,0.0345811526352175,0.0171774455921208,True,0.0345811526352175,10,long_term,米下院、ロシアの最恵国待遇を撤回する法案可決－上院に送付 | ソフトバンクＧ出資のオヨ、ＩＰＯ規模縮小や計画棚上げ検討－関係者 | ロシアを「ＣＣ」に格下げ、支払い履行されないリスク－Ｓ＆Ｐ
NKY Index,2022-04-12,JPY,26334.98,-0.0181399115337237,0.0074752106203415,True,-0.0181399115337237,0,short_term,ビットコイン４万ドル割れ－シバイヌは急伸、ロビンフッドで取引開始 | リッチモンド連銀総裁、最善の道は中立レンジへの迅速な利上げ | ブレイナード理事、「整然とした」引き締めで政策を中立水準へ
NKY Index,2022-04-13,JPY,26843.49,0.0193092988868797,0.0089399226299568,True,0.0193092988868797,1,short_term,ドル・円ピークアウトはＧＷ明けか、当面は130円突破のリスク | アップル、MacBook Pro出荷に遅れ－中国のロックダウンが生産に影響 | ロシアの要求は制裁違反、ガス代金ルーブル払い－ＥＵが加盟国に警告
NKY Index,2022-05-09,JPY,26319.34,-0.0253381406007208,0.0101900743149979,True,-0.0253381406007208,1,short_term,ゴールドマンなどのＳ＆Ｐ500種見通しに変化－先行き厳しいと認める | ツイッター株下落、買収予定額引き下げのリスクとヒンデンバーグ | 米ＦＲＢ、市場全般での流動性巡る状況悪化を警告－金融安定報告
NKY Index,2022-05-13,JPY,26427.65,0.0263675242885859,0.0115370685587102,True,0.0263675242885859,5,long_term,【米国市況】株上昇、ＦＲＢ議長発言でやや安心感－ドル129円台前半 | サマーズ氏、米民主党の物価対策酷評－トランプ氏の消毒剤注射に例え | ツイッターＣＥＯ、マスク氏との合意は「完了する」と想定
NKY Index,2022-05-30,JPY,27369.43,0.0219459720226662,0.0109488316396742,True,0.0219459720226662,0,short_term,アジア株は横ばいスタートか、インフレ懸念の中－ＮＹ原油先物上昇 | 金相場上昇、先週の上げを維持－リスクセンチメント改善でドル下落 | 【ウクライナ】ＥＵがロシア産石油の一部禁輸で合意、制裁第６弾へ
NKY Index,2022-06-13,JPY,26987.44,-0.0300762391421309,0.0103112950697293,True,-0.0300762391421309,2,short_term,米中高官、台湾情勢など安全保障を協議－サリバン大統領補佐官と楊氏 | マイクロストラテジー株急落、ビットコイン関連損失10億ドルに接近 | オラクル株急伸、３－５月売上高と利益が市場予想上回る
NKY Index,2022-07-20,JPY,27680.26,0.0266519000299683,0.0102752059638117,True,0.0266519000299683,4,short_term,テスラがビットコインの大半売却、法定通貨に転換し現金最大化 | ドル建て日経平均、円安下でも底入れの兆し－海外勢心理に変化の期待 | バイデン氏、10日以内の米中首脳会談見込む－関税撤回検討する中
NKY Index,2022-08-12,JPY,28546.98,0.0261562733538154,0.0081623621128219,True,0.0261562733538154,3,short_term,ウクライナを選択的デフォルトに格下げ、支払い凍結合意で－Ｓ＆Ｐ | ＦＢＩ、トランプ氏邸宅の捜索で最高機密文書など押収 | 【米国市況】Ｓ＆Ｐ500種、週間で今年最長の連続高－ドル133円台半ば
NKY Index,2022-08-29,JPY,27878.96,-0.0266195274110395,0.0104112179936913,True,-0.0266195274110395,0,short_term,ＦＲＢに利上げ裁量、介入考えず－民主党議員の批判後に大統領報道官 | パニックの兆候ほとんど見られず－米株式市場で３兆ドル吹き飛んでも | フランス企業のエネルギー使用量、今冬に制限も－首相が省エネ要請
NKY Index,2022-09-08,JPY,28065.28,0.0231488536399528,0.0099571124588521,True,0.0231488536399528,5,long_term,政府が追加物価高対策を発表へ、円安で資源高騰－予備費３兆円超措置 | 英国のエリザベス女王が死去、在位期間は歴代最長－96歳 | 米財務長官、富裕層・法人増税あらためて主張－歴史的水準に回帰を
NKY Index,2022-09-14,JPY,27818.62,-0.0278182873585994,0.0117533563764329,True,-0.0278182873585994,0,short_term,米鉄道スト、回避目指す上院での取り組み失敗－サンダース議員が反対 | 100ｂｐ利上げ観測弱まる､９月ＦＯＭＣ－確率33％未満とＪＰモルガン | 米鉄道のストライキ突入警戒し商品市場が動揺、天然ガス先物急騰
NKY Index,2022-09-26,JPY,26431.55,-0.0265995625663121,0.0114903622849954,True,-0.0265995625663121,0,short_term,英経済対策「思慮に欠け甘い」とオニール氏－利上げ加速で住宅直撃も | 【ウクライナ】スノーデン容疑者にロシア国籍、大統領令で付与 | ＦＲＢの貿易加重ドル指数、過去最高値更新－コロナ禍の下げを消す
NKY Index,2022-10-04,JPY,26992.21,0.0296165021157095,0.0119230091534223,True,0.0296165021157095,2,short_term,ＥＣＢエンリア氏、欧州の銀行はマクロ経済リスクに楽観的過ぎる | 自民がコロナ特化ファンド含む企業支援策提言へ、ゼロゼロ融資終了で | ツイッターＬＢＯ、前進ならウォール街に１兆8000億円の頭痛の種
NKY Index,2022-10-11,JPY,26401.25,-0.0263629259506618,0.0129348315381834,True,-0.0263629259506618,2,short_term,円が９月の円買い介入前の安値下回る－約24年ぶり安値を更新 | 東芝の元子会社ウェスチングハウス、加ウラン鉱山会社が株式取得へ | 日本関連Ｍ＆Ａ活発化､円安など追い風に案件２割増-三菱モルガン
NKY Index,2022-10-14,JPY,27090.76,0.0325237771091821,0.0150288090054776,True,0.0325237771091821,2,short_term,【米国市況】株が急反落、インフレ期待上昇が響く－ドル148円台後半 | ブラード総裁、｢悪質｣インフレは利上げ前倒し継続を正当化－ロイター | 鈴木財務相、円には「急速で一方的な動き」－ＮＹ市場でドル伸び悩む
NKY Index,2022-11-04,JPY,27199.74,-0.0167604187339295,0.0082938885412869,True,-0.0167604187339295,2,short_term,北朝鮮「最後まで超強力な対応」、米国の軍事的挑発を非難－ＫＣＮＡ | 米国株が５日ぶりに上昇－ドルは大幅安・146円台後半 | 【欧州市況】株が上昇、約７週ぶり高値－英独の長期債は下落
NKY Index,2022-11-11,JPY,28263.57,0.0297845595549095,0.0103624032772987,True,0.0297845595549095,2,short_term,サマーズ氏、エンロン型「不正の匂い」を指摘－ＦＴＸメルトダウン | 【米国市況】円が138円台に急伸－株は続伸、週間で６月以来の大幅高 | ＦＴＸ、仮想通貨デリバティブ直接取引の計画撤回－関係者
NKY Index,2022-12-02,JPY,27777.9,-0.0158782232601906,0.0058008735677175,True,-0.0158782232601906,2,short_term,【米国市況】Ｓ＆Ｐ500小幅安、雇用統計受けた売り一巡－ドル134円台 | シカゴ連銀総裁、政策金利ピークは若干高めの水準に－インフレ退治で | 【欧州市況】株反落、週間では21年以降最長の連騰－国債は軒並み下落
NKY Index,2022-12-16,JPY,27527.12,-0.0187004709162011,0.0072495076092274,True,-0.0187004709162011,5,long_term,【米国市況】株３日続落、断固たる利上げ姿勢嫌気－136円台に円反発 | メスター総裁、インフレ退治には５％超の金利を維持する必要 | ブラックストーンの富裕層向け不動産ファンド、償還要求にＳＥＣ動く
NKY Index,2022-12-20,JPY,26568.03,-0.0245839947954374,0.0091067230584214,True,-0.0245839947954374,1,short_term,政府、宇宙領域に特化した安全保障構想を文書にまとめる方針－報道 | エクソンの時価総額、テスラ追い抜く－成長株からバリュー株にシフト | 日銀ＹＣＣ修正サプライズ、一段の金利上昇と円高への圧力が継続か
NKY Index,2023-01-13,JPY,26119.52,-0.0124877976485283,0.0062079128164578,True,-0.0124877976485283,3,short_term,米ブラックロック、長期投資ファンドへの顧客資金流入続く | 中国国有の東方航空と南方航空、ニューヨーク証取の上場廃止へ | バイデン米大統領、２月７日に一般教書演説－連邦議会で
NKY Index,2023-01-18,JPY,26791.12,0.0249607095691135,0.0087351907260247,True,0.0249607095691135,0,short_term,アルコア株が下落、今年のアルミ出荷見通しが市場予想下回る | 19日の日本市場、揺り戻し相場か－長期金利0.4％台、円買い、株反落 | 岸田首相が子育て支援「最重要政策」に、施政方針原案が判明－報道
NKY Index,2023-02-13,JPY,27427.32,-0.0088056151245817,0.0031839266638471,True,-0.0088056151245817,0,short_term,日銀正常化を織り込み始める市場、植田次期総裁のＹＣＣ撤廃予想 | 暗号資産下落、バイナンスコイン一時11％安－ＮＹでＢＵＳＤ発行停止 | トヨタの新経営体制、佐藤次期社長支える執行役員に女性不在
NKY Index,2023-02-22,JPY,27104.32,-0.0134233122581725,0.0050478547847292,True,-0.0134233122581725,1,short_term,エヌビディアが強気予想、ＡＩ取り組み奏功か－時間外取引で株価上昇 | 【米国市況】株下落､ＦＯＭＣ議事要旨が利上げ示唆－ドル134円台後半 | ＦＯＭＣ議事要旨：追加利上げ必要、ほぼ全員がペース鈍化を支持
NKY Index,2023-02-24,JPY,27453.48,0.0128820793142938,0.0058050516549036,True,0.0128820793142938,2,short_term,【米国市況】株反落、ＰＣＥ価格指数が予想上回る－ドル136円台前半 | セントルイス連銀総裁、ＦＯＭＣは「今すぐ行動を」－信頼回復が急務 | 「ChatGPT」に警戒強めるウォール街、大手行で利用禁止の動き相次ぐ
NKY Index,2023-03-03,JPY,27927.47,0.015586094992267,0.006585511151329,True,0.015586094992267,6,long_term,【米国市況】株が続伸、金融政策巡る楽観続く－ドルは135円台後半 | リッチモンド連銀総裁、米利上げを続ける必要－「より慎重な行動を」 | アップル、クラウド事業責任者のアボット氏が退社へ－関係者
NKY Index,2023-03-10,JPY,28143.97,-0.016740994614499,0.0074285638165793,True,-0.016740994614499,4,short_term,ＳＶＢが破綻、米当局の管理下に－過去10年余りで最大の米銀破綻 | 【米国市況】株が続落、ＳＶＢ破綻でリスク回避－ドル134円台後半 | シュワブが連日急落、ＳＶＢ余波の銀行株安がブロック取引のみ込む
NKY Index,2023-03-14,JPY,27222.04,-0.0219495159695554,0.0088638918678574,True,-0.0219495159695554,0,short_term,ＳＶＢの最高リスク責任者不在、ＦＲＢや弁護士らが問題視 | TikTokが親会社からの分離検討、米当局と合意に至らない場合－関係者 | 米金融市場の混乱、流動性低下が拍車－ゴールドマンのルーブナー氏
NKY Index,2023-04-05,JPY,27813.26,-0.0167622215104806,0.0082350872870955,True,-0.0167622215104806,1,short_term,コストコ株、時間外で下落－３月米売上高が約３年ぶりの低い伸びに | 米キャッシュアップ生みの親、ＳＦで刺され死亡－モバイルコイン幹部 | 中国がＷＴＯに調査要求、日米蘭の半導体関連輸出規制巡り－報道
NKY Index,2023-04-28,JPY,28856.44,0.0140123861115875,0.0050771856619209,True,0.0140123861115875,9,long_term,ファースト・リパブリック株急落、当局の管理下に置かれるとの観測 | 【米国市況】株続伸､銀行懸念を好決算が打ち消し－１ユーロ150円付近 | サマーズ氏、ファースト・リパブリック問題早急に解決を－遅れを批判
NKY Index,2023-05-09,JPY,29242.82,0.0101188675048047,0.0050269874212022,True,0.0101188675048047,0,short_term,ＥＶメーカーのリビアン、予想より小幅の赤字－年間生産計画据え置き | 【ウクライナ】米、防空システムなど12億ドルのウクライナ支援発表 | 大手マーケットメーカー２社、米で暗号資産取引から撤退へ－関係者
NKY Index,2023-05-18,JPY,30573.93,0.0159615386532481,0.0056794684892545,True,0.0159615386532481,4,short_term,ＮＹ市の公立学校、対話型ＡＩ「ChatGPT」の利用禁止を撤回 | アプライド、５－７月期は減収の見通し－半導体市場の低迷で | ＦＲＢ、６月は利上げ１回見送りとする案浮上か－当局者の見解割れる
NKY Index,2023-05-31,JPY,30887.88,-0.0140538097353946,0.006984914430066,True,-0.0140538097353946,0,short_term,セールスフォースがさえない売り上げ見通し、利益重視背景に－株下落 | ジェファーソンＦＲＢ理事、６月利上げ停止示唆－終了は意味せず | 債券上昇、10年入札無難通過で買い安心感－米債務法案可決の影響限定
NKY Index,2023-06-05,JPY,32217.43,0.0219897589853135,0.0082844268741407,True,0.0219897589853135,1,short_term,政府が資産運用会社の新規参入を促進、「骨太の方針」原案－報道 | 米財務省のＴビル大量発行、米銀に新たな試練－金融商品の金利上昇へ | 米大手行の資本要件20％引き上げも、当局が新規制案検討－関係者
NKY Index,2023-06-28,JPY,33193.99,0.0201503887876235,0.0095801134626064,True,0.0201503887876235,1,short_term,米英欧の中銀トップ、追加引き締めを表明－利上げでも経済は強靱 | ＥＣＢビルロワドガロー氏、軟着陸は可能－痛み伴う見通し | ＢＭＯキャピタル、カナダ中心に約100人削減－ディール低調受け
NKY Index,2023-08-02,JPY,32707.69,-0.0229679973282815,0.0083628012335672,True,-0.0229679973282815,1,short_term,フィッチ、ファニーメイとフレディマックを「ＡＡ＋」に格下げ | ドアダッシュ株上昇、４～６月注文総数が過去最多－宅配需要堅調 | メットライフ、４－６月期は減益－再保険取引に備える
NKY Index,2023-08-25,JPY,31624.28,-0.0205322788807085,0.0078743931693417,True,-0.0205322788807085,2,short_term,ハワイ・マウイ島山火事、行方不明者388人の氏名公表 | 【米国市況】株反発、パウエル氏講演を無風通過－ドル一時146円63銭 | 米インスタカートがＩＰＯ申請、英アームに続き注目企業が上場へ
NKY Index,2023-09-14,JPY,33168.1,0.0141127824054652,0.0068137861103997,True,0.0141127824054652,4,short_term,ブラックロック大口顧客、プライベート投資を取り入れ－コンウェイ氏 | マスク氏、ネタニヤフ首相と来週会合－反ユダヤ主義巡る批判を背景に | 中国はグローバルリスク、成長モデル頓挫で厳しい減速も－チャノス氏
NKY Index,2023-10-03,JPY,31237.94,-0.0164339411861758,0.0081699864174542,True,-0.0164339411861758,1,short_term,円が一転急伸、一時は昨年10月以来の150円台－介入観測も | イタリア・ベネチア近郊でバス転落事故、少なくとも21人死亡 | イエレン氏「決して既定路線ではない」－金利の長期高止まりシナリオ
NKY Index,2023-10-04,JPY,30526.88,-0.0227627045829525,0.0084365515702055,True,-0.0227627045829525,0,short_term,ブレバンＨ、ドイツ銀からポートフォリオマネジャー要員採用－関係者 | クオンツ運用のＡＱＲ、９月のリターン9.5％－金利上昇の波に乗る | 野球帽メーカーのニューエラ、ＩＰＯ主幹事にＪＰモルガン－関係者
NKY Index,2023-10-10,JPY,31746.53,0.0242577191497763,0.0109902509516168,True,0.0242577191497763,2,short_term,脱炭素供給網多様化へＲＩＳＥ発足、中国依存から脱却－あすＧ７開催 | カシュカリ総裁、追加利上げ不要か「まだ分からない」－利回り上昇で | ＵＢＳ、主要な地方債投資銀行業務から撤退へ－人員削減を計画か
NKY Index,2023-11-01,JPY,31601.65,0.024070890522492,0.0111955178206496,True,0.024070890522492,5,long_term,【ＦＯＭＣ】全会合がライブになる可能性も－市場関係者の見方 | ウエスタンデジタルをジャンク級に下げ、分割方針受け－ムーディーズ | トヨタが米組立ライン時給引き上げへ、ＵＡＷとビッグ３合意受け
NKY Index,2023-11-06,JPY,32708.48,0.0237431177384335,0.011447000664288,True,0.0237431177384335,0,short_term,モルガンＳ、インターネット投資銀行グローバル責任者が退社－関係者 | トヨタはより大胆に「ＥＶファースト」推進を－Hyperdrive | 【イスラエル】米大統領、ネタニヤフ首相と戦術的休戦を協議
NKY Index,2023-11-15,JPY,33519.7,0.0251948789956424,0.0107177474937193,True,0.0251948789956424,0,short_term,日本の半導体株が最高値、世界の同業上回るスピード回復 | シスコ株下落、売上高見通しが予想下回る－企業の支出抑制響く | ＳＥＣ、ビットコイン現物ＥＴＦとイーサ先物ＥＴＦ申請の判断延期
NKY Index,2023-12-05,JPY,32775.82,-0.0137054647625564,0.0043820745537614,True,-0.0137054647625564,0,short_term,イーロン・マスク氏の新会社xAI、10億ドル調達目指す－提出書類 | シティとルミナークス、資産ベースの貸し付け提携で交渉中－関係者 | ＧＭ、コロナ禍の「適切に勤務」方針終了－週３日オフィス勤務義務化
NKY Index,2023-12-06,JPY,33445.9,0.0204443397602256,0.0064865437176123,True,0.0204443397602256,0,short_term,ＦＲＢの常設レポ利用、20年以来の高水準に急増－流動性逼迫に備えか | 定額減税の詳細や防衛増税の時期焦点に－来年度税制改正の議論大詰め | レバレッジドローンも終盤、デバンキングの初期段階に－アポロＣＥＯ
NKY Index,2023-12-07,JPY,32858.31,-0.0175683716090763,0.0074770663821792,True,-0.0175683716090763,3,short_term,新ＮＩＳＡで日本株需給変化か、投信フローが示す個人大転換の可能性 | 米ＭＭＦの資産残高、過去最高更新－金融政策巡り不透明感 | 円急伸、早期の日銀政策転換観測－対ドルで約１年ぶり上昇率
NKY Index,2023-12-08,JPY,32307.86,-0.0167522310185763,0.0082496661592009,True,-0.0167522310185763,2,short_term,【米国市況】底堅い経済指標で株続伸、国債利回り上昇－145円付近 | 円先物・オプション、７日の取引額は今年最高－日銀政策変更観測で | アップル、iPhoneとWatchのデザイン担当責任者が退社へ－関係者
NKY Index,2024-01-09,JPY,33763.18,0.0115575140319414,0.0055264771114803,True,0.0115575140319414,6,long_term,米国防長官は前立腺がん手術後の合併症で入院－医師団公表 | 出会い系のマッチが上昇、エリオットが10億ドル相当保有と報道 | 【米国市況】Ｓ＆Ｐ500種が反落、資源や金融安い－ドル144円台半ば
NKY Index,2024-01-10,JPY,34441.72,0.0200970406223583,0.0058768270331154,True,0.0200970406223583,5,long_term,ＮＹ連銀総裁、政策金利はインフレ目標達成には十分な高さにある | 米国債相場の上昇見込む取引、後退する方向－ＣＰＩ発表控え | モルガンＳ、新マネジングディレクター155人指名－前年下回る
NKY Index,2024-01-11,JPY,35049.86,0.0176570740369528,0.0068358179920184,True,0.0176570740369528,4,short_term,米クレジットカード延滞率、10年ぶり高水準－生計費上昇が家計圧迫 | 米インフレ加速、財価格の低下基調止まる－サービス価格なお高水準 | 【米国市況】株と国債は荒い動き、ＣＰＩ後に－ドルは145円台前半
NKY Index,2024-01-12,JPY,35577.11,0.0150428560912938,0.0073236052760384,True,0.0150428560912938,3,short_term,80年代バブルの高値に迫る日本株市場、脱デフレや企業改革に確信増す | マイクロソフト、時価総額首位に返り咲き－アップルを２年ぶりに抜く | 【米国市況】２年債利回り急低下、ＰＰＩ下振れ－ドル一時144円36銭
NKY Index,2024-02-08,JPY,36863.28,0.020580333511259,0.007711916905127,True,0.020580333511259,5,long_term,パナソニック、豪ノボニックスと黒鉛供給で長期契約－米工場向け | アーム株急騰、上場来高値更新－ＡＩブームまだ初期段階とＣＥＯ | 武田薬、ＴＡＫ－861の国際共同第３相試験を24年度上期に開始予定
NKY Index,2024-02-13,JPY,37963.97,0.0289058150949308,0.0090529623060679,True,0.0289058150949308,0,short_term,バイオジェン株下落、アルツハイマー病新薬の低調な出足で | シマノ､米国で自転車部品巡り損賠訴訟－原告は集団訴訟求める (13日) | 【コラム】中国はクリーンか、世界の「脱炭素」左右－フィックリング
NKY Index,2024-02-22,JPY,39098.68,0.0218628535346669,0.0096384892870967,True,0.0218628535346669,5,long_term,【米国市況】株価指数は最高値､ＡＩ旋風が地球一周－ドル150円台半ば | ハーカー総裁、早過ぎる金融緩和のリスクを強調－年内利下げは適切 | 米商業用不動産の差し押さえ件数が急増、前年同月比２倍－問題深刻化
NKY Index,2024-03-01,JPY,39910.82,0.0190120611680635,0.0093324122615473,True,0.0190120611680635,3,short_term,ＡＴ＆Ｔ、元ヤフーＣＥＯのマリッサ・メイヤー氏を取締役に起用 | 【米国市況】Ｓ＆Ｐ500種、今年15回目の最高値更新－150円台前半 | ボーイング、元子会社スピリット・エアロ買収へ予備的交渉を確認
NKY Index,2024-03-11,JPY,38820.49,-0.0218814107910164,0.008919809525137,True,-0.0218814107910164,2,short_term,オラクル株が急伸、新規の大型クラウド契約で売上高に弾み | 日銀、賃上げ率が23年大きく上回ればマイナス金利３月解除－報道 | バリアズニーがポートフォリオマネジャー採用－株式取引部門の再編で
NKY Index,2024-03-18,JPY,39740.44,0.0266820710330053,0.0095904021996616,True,0.0266820710330053,6,long_term,33年ぶり大幅賃上げ、消費刺激で日本の内需株や中小型株買いに期待感 | エヌビディア、ＡＩ向け次世代チップ「ブラックウェル」発表 | 円は対ドルで149円台前半、日銀緩和解除織り込み済みで円売り警戒
NKY Index,2024-03-21,JPY,40815.66,0.0202996730294273,0.0097930834810759,True,0.0202996730294273,3,short_term,一獲千金夢見る中国の若者、働くより宝くじ－低成長と就職難が直撃 | ナイキ株が時間外取引で下落、来年度上期の減収見通しで | 日銀政策変更で高成長時代到来、銀行や建設株買い増し－エバーリッチ
NKY Index,2024-04-16,JPY,38471.2,-0.0194123284598602,0.0088560201003488,True,-0.0194123284598602,1,short_term,韓国中銀総裁、最近のウォン安は行き過ぎと認識－十分な対応手段ある | ハードル高い日本企業決算、投資家の失望招く恐れ－コストアップ注意 | 米、イランのミサイル・無人機プログラムに新たな制裁－大統領補佐官
NKY Index,2024-04-19,JPY,37068.35,-0.0265587701583782,0.0101336412256259,True,-0.0265587701583782,2,short_term,【米国市況】大型ハイテク株が急落、来週の決算警戒－円は上げを消す | ＦＲＢ、根強いインフレが最大の脅威と市場は認識－金融安定報告 | リッチモンド連銀のバーキン総裁、「需要は健全だが過熱していない」
NKY Index,2024-04-24,JPY,38460.08,0.024177570611118,0.0116716786469761,True,0.024177570611118,0,short_term,「グッチ」ブランドの値引き販売から脱却したい－資産家ＣＥＯ奮闘 | 金利上昇や新ＮＩＳＡで個人向け資産形成に商機－マネーフォワード | メタ株急落で大手ハイテク企業決算に警戒感－低調な業績見通しに失望
NKY Index,2024-05-16,JPY,38920.26,0.0139252269007257,0.0068407672821715,True,0.0139252269007257,0,short_term,ヘッジファンドもビットコインＥＴＦに投資－ミレニアムやポイント72 | 中国株ラリーの波が停滞日本株を刺激か、資生堂など関連銘柄持ち直す | アプライドの売上高見通し、市場予想上回るも投資家は反応薄
NKY Index,2024-06-17,JPY,38102.44,-0.0183467234975739,0.0075274724535326,True,-0.0183467234975739,0,short_term,ＬＭＥ銅、８週間ぶり安値－軟調な中国経済指標響く | アップル、後払い決済サービス「ペイ・レイター」終了－導入から１年 | フィラデルフィア連銀総裁、「年末までに１回の利下げが適切」
NKY Index,2024-07-09,JPY,41580.17,0.0196041264617821,0.0066828450618298,True,0.0196041264617821,2,short_term,中国が米国の若者にアプローチ、欧米の考え拒む習氏の思惑見え隠れ | ダイソン、英国で約1000人削減へ－新ＣＥＯが戦略見直し実施 | 日本の「もしトラ」業種、防衛関連株が上昇機運－米中緊張の再燃読む
NKY Index,2024-07-12,JPY,41190.68,-0.0244728000791965,0.0092828990852174,True,-0.0244728000791965,3,short_term,マスク氏がトランプ氏に献金、巨万の富活用で24年選挙を左右も | ＡＴ＆Ｔにまたサイバー攻撃、半年分ほぼ全ての携帯記録が標的に | シティ、カード事業の損失急増で対策強化－口座解約や回収力の増強
NKY Index,2024-07-18,JPY,40126.35,-0.0236349050275089,0.0103673747003816,True,-0.0236349050275089,10,long_term,マスク氏のトランプ氏への賭け、テスラの盾に－スペースＸにも有利に | ネットフリックス、会員800万人超の純増－売上高見通し予想未達 | フランス下院、ブロンピベ議長を再選－マクロン大統領の与党連合所属
NKY Index,2024-07-25,JPY,37869.51,-0.032827095493917,0.0120314893511811,True,-0.032827095493917,3,short_term,トランプ節も封印か、ハリス氏は番狂わせ－人種・性差別ならアウト | トランプ関税は米国株に脅威－エバコアのシュロースタイン名誉会長 | 銀行決算に高い期待、日銀利上げの影響浸透－日本株高の原動力にも
